,sentence_chunks,sentence_chunks_count,page_number
28,"இசைக் கலை: இசை என்னும் சொல் இசைவிப்பது, தன் வயப்படுத்துவது எனப் பொருள்படும். மரம், செடி, கொடி என்னும் ஓரறிவுயிர் முதல் மக்கள் என்னும் ஆறறிவுயிர் ஈறாக உயிர்களனைத்தையும் இசை தன் வயப்படுத்த வல்லது. மகுடி இசையும் இசை தன் வயப்படுத்த வல்லது. மகுடி இசையில் மயங்கும் பாம்பும், இசையில் மயக்குண்டு மிக்க சுமையை இழுக்கும் வண்டி மாடும், பாடிக் கொண்டே பாராங் கற்களை உருட்டுபவரும் மேற் கூறப்பெற்ற உண்மைக்குச் சான்றாவர். இத்தகைச் சிறப்புடைய இசை, மதங் கொண்ட யானையையும், வழிப்பறி செய்யும் கொலைஞரையும் மனமாற்றம் செய்ய வல்லது",79,volume_06_work_05.txt
29,"பண்டைத் தமிழகத்தில் செய்யப்பட்ட நூல்களிற் பெரும்பாலான செய்யுள் வடிவிலேயே அமைந்தவை. பிற்காலத்தில் தோன்றிய கல்வெட்டுக்களிற் பலவும் அங்ஙனமே. அவற்றுக்கும் பிற்படத் தோன்றிய அஞ்சல் வடிவில் அமைந்துள்ள சீட்டுக் கவிகளும் மிக்கிருத்தலைக் காண , ஏறத் தாழப் பதினெட்டாம் நூற்றாண்டு வரையில் தமிழகத்தில் இசைத் தமிழ் நூல்களே மிக்கிருந்தன என்று கூறுதல் பொருந்தும். தமிழ்ப் பிள்ளைகள் தம் குழந்தைப் பருவத்தில் தாலாட்டுப் பாக்களையும் ஊசற் பாக்களையும் கேட்டனர்; விளையாடும் பருவத்தில் பந்து விளையாட்டுப் பாடல் (கந்துக வரி), அம்மானை,",67,volume_06_work_05.txt
30,"பொற் சுண்ணம், சாழல், தெள்ளேணம், உந்தி பறத்தல், தோள் நோக்கம் முதலிய ஆடல்களுக்குரிய பாடல் களைப் பாடி மகிழ்ந்தனர். மணத்தில் மங்கல வாழ்த்துப் பாடலைக் கேட்டனர். உலக்கை கொண்டு குத்தும் தொழிலுக் குரிய பாட்டு வள்ளைப் பாட்டு எனப் பெயர் பெற்றது. ஏற்றங் கொண்டு நீர் இறைப்பவர் பாடிய ஏற்றப் பாட்டு முதல் உழைப்புத் தொழில்கள் அனைத்திற்கும் பாடல்களிருந்தன என்பது தெரிகின்றது. தமிழன் இறந்த பின்னரும் பாட்டு அவனை விடவில்லை. பலவகைச் சந்தங்களில் ஒப்பாரிப் பாக்கள் இன்றும் இருத்தலைக் காணலாம். இங்ஙனம் பழந் தமிழர் தம் பிறப்பு முதல்",75,volume_06_work_05.txt
31,"இறப்பு வரை இசையிலேயே வாழ்ந்து வந்தனர் எனக் கூறுதல் முற்றிலும் பொருந்தும். இசைக்குரிய நூல்கள் பலவற்றுள் சிலப்பதிகாரம் தலைசிறந்தது. அதன் உரையைக் கொண்டு முன்னிருந்த இசைத் தமிழ் நூல்கள், இசைக் கருவிகள், இசைவாணர்கள் பற்றிய பல விவரங்களை நன்கு அறியலாம். கி. பி. 7, 8, 9-ம் நூற்றாண்டுகளில் தோன்றிய தேவாரத் திருப்பதிகங் களும், ஆழ்வார் அருட் பாடல்களும் அக்கால வழக்கிலிருந்த பலவகைப் பண்களையும் (இராகங்கள்) தெரிவிப்பனவாகும். குறவஞ்சி, பள்ளு, சிந்து முதலியன இசைத் தமிழ் நூல்களே.",74,volume_06_work_05.txt
32,"தமிழ்ப் பண்கள் ஏழு; அவை குரல், துத்தம், கைக்கிளை, உழை, இளி, விளரி, தாரம் எனப் பெயர் பெற்றன. இவற்றிலிருந்து பிறப்பவை திறங்கள் எனப்பட்டன. இவ்வாறு பிறக்கும் பண்களும் திறங்களும் பல கிளைகளாக இயங்கும் வகைகளில் எண்ணிறந்த இசை வகைகள் கண்டறியப்பட்டிருந்தன. பண்கள் பல வகைப்படும். அவற்றுள் குறிஞ்சி, பாலை, முல்லை, மருதம், நெய்தல் எனப் பெரும் பண்கள் ஐந்து. இவற்றின் வகைப்பட்ட பண்கள் பல. அவற்றுள் பகற் பண்கள், இராப் பண்கள், காலை, மாலைப் பண்கள் என அவ்வப் பொழுதிற்கமைந்த பண்களும் வழக்கில் இருந்தன.",86,volume_06_work_05.txt
33,"இசைக் கருவிகள்: தண்ணுமை, தடாரி, குடமுழா முதலிய பலவகைத் தோற் கருவிகளும், புல்லாங்குழல், நாதசுரம் முதலிய துளைக் கருவி களும் அக்கால வழக்கில் இருந்தன. நரம்புக் கருவிகள் பலவகைப்பட்டன. அவற்றுள் ஏழு நரம்புகளை யுடைய செங்கோட்டு யாழ், பதினான்கு நரம்புகளையுடைய சகோட யாழ், பத்தொன்பது நரம்புகளையுடைய மகர யாழ், இருபத்தொரு நரம்புகளையுடைய பேரி யாழ் என்பன வழக்கில் இருந்தன. கி. பி. 300-க்குப் பிறகே வீணை என்னும் புதிய கருவி வழக்கிற்கு வந்தது. வெண்கலத்தாற் செய்யப்பட்ட வகைகள் கஞ்சக் கருவிகள் எனப்பட்டன.",71,volume_06_work_05.txt
34,"‘புகார்’ என்ற சொல்லுக்கு ‘ஆற்று முகம்’ என்பது பொருள். “புகா அர்ப் புகுந்த பெருங்கலம்” என்பது புறநானூறு. காவிரி கடலோடு கலக்கும் இடமும் அதனைச் சார்ந்த மணற்பரப்பும் தாழம்பூக்காடு நிறைந்த பகுதியாகும். அங்குப் புன்னை முதலிய மரங்கள் செழித்திருத்தன. இக்காரணத்தால் புகார் என்பது “பூங்கானல்” “பூமலி பெருந்துறை’ என்று பட்டினப்பாலை கூறும். எனவே, “பூங்கானல்” என்பது பூம்புகார் என வழங்குதல் இயல்பேயன்றோ! ஆற்று முகத்தை உணர்த்தும் ‘புகார்’ என்னும் பெயர். அவ்விடத்தில் அமைந்த நகரத்திற்கம் பெயராயிற்று.
நகரப் பிரிவுகள்",73,volume_06_work_36.txt
35,"பூம்புகாரைப் பற்றிப் பேசும் சிலப்பதிகாரம், மணிமேகலை, பட்டினப்பாலை என்னும் பண்டைய நூல்களில் புகார் நகரப் பிரிவுகளும் அவை பற்றிய விளக்கமும் காணப்படுகின்றன. புகார் நகரத்தில் கடற்கரையைச் சார்ந்த பகுதி மருவூர்ப்பாக்கம் எனவும், அதற்கு அப்பாற்பட்ட பகுதி பட்டினப்பாக்கம் எனவும் பெயர் பெற்றன. இவ்விரண்டுக்கும் இடைப்பட்ட நிலப்பகுதி சோலைகள் நிறைந்த தாய்ப் பெருங்கடைத் தெருவைத் தன்னகத்தே கொண்டதாய் இருந்தது. அவ்விடம் நாளங்காடி எனப்பெயர் பெற்றது.
மருவூர்ப்பாக்கம்",56,volume_06_work_36.txt
36,"பூம்புகார் கடற்கரைப் பட்டினமாதலின் கரையோரம் இருந்த மருவூர்ப்பாக்கத்தில், சோழ நாட்டுடன் வாணிகம் நடத்தி வந்த அயல் நாட்டார் பெரிய மாளிகைகளை அமைத்துக் கொண்டு வாழ்ந்து வந்தனர். பட்டு நூலாலும் எலி மயிராலும் பருத்தி நூலாலும் நுட்பமான தொழிலைச் செய்த பட்டுச்சாலியர் தெருவும், விலையுயர்ந்த மணிகளும் பொன்னும் சேமித்து வைக்கப்பட்ட தெருக்களும், நெல் முதலிய கூலவகை களை விற்கும் தெருக்களும், பிட்டு வாணிகர், அப்பவாணிகர் கள் விற்பவர், மீன் பிடிப்பவர், உப்பு விற்பவர், பலவகை இறைச்சிகளை விற்போர், கற்பூரம் முதலிய வாசனைப்",71,volume_06_work_36.txt
37,"பொருள்களை விற்போர், ஆட்டு வாணிகர், எண்ணெய் வாணிகர், கன்னார், தச்சர், கொல்லர், ஓவியர், சிற்பர், குயவர், உருக்குத் தட்டார், இரத்தினப்பணித் தட்டார், சிப்பித் தொழில் செய்பவர், தோலைக் கொண்டு பலவகை உறைகளைச் செய்பவர், கிழி, நெட்டி இவற்றைக்கொண்டு மலர், வாடாத மாலை, பொய்க் கொண்டை முதலியவற்றைச் செய்பவர் வாழும் தெருக்களும், இசையில் வல்ல குழலர், பாணர், ஏவல் மக்கள் முதலியோர் வாழத்தக்க தெருக்களும் மருவூர்ப்பாக்கத்தில் இருந்தன.",69,volume_06_work_36.txt
38,"அரசனும் அரச மரபினரும் வாழும் பெருந்தெரு, தேரோடும் தெரு, கடைத்தெரு, செல்வ வணிகருடைய மாடமாளிகைகள் நிறைந்த தெரு, மறையவர் தெரு, வேளாளர், மருத்துவர், சோதிடர் தெருக்கள், முத்துக் கோப்பவர், சங்கறுப்பவர், அரசனை நின்று பாடுவார், இருந்து பாடுவார், வைதாளியாடுவார், கடிகையார் (Time- keepers), சாந்திக் கூத்தர், களத்தாடும் கூத்திகள், அகக்கூத்தாடும் பதியிலார், பரத்தையர், பணிப்பெண்கள், தோற்கருவி முதலிய பலவகைக் கருவிகளை இசைப்பவர், விகடம் செய்பவர், குதிரைப்பாகர், யானைப்பாகர், தேர்ப்பாகர், காலாட் படையினர் முதலியோர் வாழ்ந்த",78,volume_06_work_36.txt
39,"மேற்கூறப்பட்ட நகரப் பகுதிகள் இரண்டிற்கும் இடையில் பொதுநிலம் இருந்தது. அங்கு வரிசை வரிசையாக வளர்ந்த மரங்களைக் கொண்ட சோலை இருந்தது. அம்மரங்களையே தூணாகக்கொண்டு கட்டப்பட்ட கடைகள் மிகப்பலவாக விளங்கின. அவற்றின் தொகுதி நாளங்காடி எனப்பட்டது. அங்கு முசுகுந்தன் ஏவலால் நிலைத்த நாளங்காடிப் பூதத்திற்குக் கோயில் இருந்தது. சித்திரை மாதத்துச் சித்திரை நாளில் மறக்குடிப் பெண்டிர் அப்பூதத்தை வழிபட்டு, “எம் மன்னனது நாடு முழுதும் வறுமை நீங்கி வளம் சிறப்பதாக” என வாழ்த்தித் துணங்கைக் கூத்தும், குரவைக் கூத்தும் ஆடுதல் வழக்கம்.",68,volume_06_work_36.txt
40,அரசன்மேல் அளவுகடந்த பற்றுடைய வீரர்கள் தம் வேந்தன் நலத்தைக் கருதித் தம் தலைகளையறுத்துப் பூதத்திற்குப் பலியிட்டு வந்தனர். இந் நாளங்காடியைப் போலவே மருவூர்ப் பாக்கத்தில் இராக்கடைகள் இருந்தன. அவற்றின் தொகுதி அல்லங்காடி எனப்பட்டது.,27,volume_06_work_36.txt
41,"பொருளைக் களவு செய்வோரை அம்பலப்படுத்தி அவமானப்படுத்தும் வெள்ளிடை மன்றம், பலவகை நோயாளர் நீராடிய அளவில் நலனைச் செய்யும் பொய்கையுடைய இலஞ்சி மன்றம் (இலஞ்சி மடு), பித்துக்கொண்டவர், நஞ்சுண்டவர், விடக்கடியுண்டவர், பேய் பிடிக்கப்பட்டவர் ஒருமுறை சூழ்ந்து வருதலால் அவர்கள் தெளிவுபெறக் காரணமாகிய ஒளியை வெளிப்படுத்தும் நீண்ட கல் நிறுத்தப்பெற்ற மன்றம், பொய்த் தவ வேடங் கொண்டவரும், கணவரை வஞ்சித் தொழுகும் பெண்டிரும், தீய அமைச்சரும், புறங் கூறுவோரும் ஆகிய இவர்களைத் தண்டிக்கும் இயல்புடைய பூதம் நிலைபெற்ற பூத சதுக்கம், அரசனது",71,volume_06_work_36.txt
42,செங்கோல் சிறிதளவு தவறினாலும் அவனது அறங்கூறவையத்தார் நடுவுநிலை தவறினும் நாவாற்கூறாது நீர் உகுத்துக் கண்ணாற்கூறும் பாவையொன்று நிற்கும் பாவை மன்றம் ஆகிய ஐந்தும் பூம்புகாரில் குறிக்கத்தக்க மன்றங்களாகும்.,23,volume_06_work_36.txt
43,"பூம்புகாரில் இருந்த கோயில்களில் (1) சிவன் கோயில், (2) பெருமாள் கோவில், (3) பலராமன் கோயில், (4) இந்திரன் கோயில், (5) முருகன் கோயில், (6) சூரியன் கோயில், (7) சந்திரன் கோயில், (8) புத்தர் கோவில், (9) அருகதேவன் (சமணர்) கோயில் என்பன குறிப்பிடத் தக்கவை. சமணர் மடத்தில் துறவு பூண்ட ஆடவரும் இருந்தனர்; பெண்டிரும் இருந்தனர். அவருள் ஆடவர் அடிகள் என்றும், பெண்டிர் அடிகள், குரத்திமார் என்றும் அழைக்கப்பட்டனர். பௌத்த மடத்திலும் ஆண் துறவிகளும் பெண் துறவிகளும் இருந்தனர். ஆண் துறவிக்குப் பிக்கு என்றும் பெண் துறவிக்குப்",81,volume_06_work_36.txt
44,"பூம்புகார் நகரத் தெருக்கள் அகன்றும் காற்றோட்ட வசதிக்கேற்பவும் அமைந்திருந்தன. தெருக்களிலிருந்த பெரும்பாலான வீடுகள் மாட மாளிகைகளாகத் காணப்பெற்றன. சில மாளிகைச் சுவர்களில் தேவர், மக்கள், விலங்குகள், பறவைகள் முதலிய உயிர்களைக் குறிக்கும் கதையுருவங்கள் காணப்பெற்றன. மானின் கண்போன்ற தொளையிடப்பட்ட சாளரங்கள் மாளிகைகளில் இருந்தன. அயல் நாட்டவர் தமக்கென அமைத்துக்கொண்ட கட்டடங்கள் காண்போர் கண்களை அயலிற் செல்லவிடாமல் தடுத்தனவாய் மிக்க வேலைப்பாடு கொண்டிருந்தன என்று சிலப்பதிகாரம் செப்புகின்றது. சில வீடுகள் தட்டை ஓடுகள்",64,volume_06_work_36.txt
45,"இடப்பெற்றுச் சாந்து பூசப்பெற்றவை. அவை ‘வேயா மாடங்கள்’ எனப்பட்டன. சில மாடங்கள் மிக உயர்ந்து காணப்பட்டன. அவை சொர்க்கத்தை ஒத்தன என்று பட்டினப்பாலை பகர்கின்றது. அவற்றில் வாழும் மகளிர் தென்றல் காற்று வீசும் சாளரங்களின் எதிரே நின்று, அங்காடித் தெருவில் மாதர்பாட, குழல் ஊத, யாழ் வாசிக்க, முரசு கொட்ட, முழவு ஒலிப்ப நடை பெறும் முருக விழாவைக் காண்பர்; முருகக் கடவுளையும் பிற தெய்வங்களையும் அங்கிருந்தபடியே தம் கைகளைக் குவித்து வணங்குவர். மாளிகையில் மேற்பகுதி நிலவு காயத்தக்க திறந்தவெளியாக அமைக்கப் பெற்றிருந்தது. அது",77,volume_06_work_36.txt
46,"பூம்புகார் நகரத்து வனங்களில் குறிப்பிடத்தக்கவை சில. அவற்றுள் தண்ணீரை நிரப்பவும், அத்தண்ணீரை வெளியேற்றவும் வல்ல இயந்திர அமைப்புடைய வாவியைத் தன்னகத்தே பெற்ற அழகிய பூஞ்சோலை ஒன்று. அஃது அரசர் அமைச்சர் முதலியோர்க்கு உரிய இடமாகும். மற்றொன்று உய்யான வனமென்பது. சூரிய கிரணத்தால் சிறகை யிழந்த சம்பாதி என்ற பறவை யிருந்த சம்பாதி வனமொன்று காவிரியின் தந்தையென்று கூறத்தக்க கவேரன் தவம் செய்த கவேரவனம் ஒன்று. உவவனம் என்பது ஒன்று. அவ்வனத்தில் தன் அகத்துள் இருப்பவர் ஓசையை வெளிப்படுத்தாமல் அவர் தம் உருவங்களை மட்டும்",66,volume_06_work_36.txt
47,"வெளிப்படுத்தும் பளிங்கு மண்டபம் ஒன்று இருந்தது. அம்மண்டபத்தினுள்ளே மாணிக்கச் சோதி பரந்த பதுமபீடம் ஒன்று இருந்தது. பூம்புகார் நகர் தோன்றிய காலத்தே உடன் தோன்றியதான நன்காடு சக்கரவாளக் கோட்டம் எனப் பெயர் பெற்றது. அது நாற்புறத்தும் வாயில்களுடைய மதிலால் சூழப்பட்டது; காளிகோட்டமும் பலவகை மன்றங்களும், அருந்தவர், அரசர், பத்தினிப் பெண்டிர் இவர்கட்கு எழுப்பிய கோட்டங்களும் பிறவும் கொண்டது.",56,volume_06_work_36.txt
48,"அரங்குகள்
அறிவாலும் திருவாலும் செழித்திருந்த பூம்புகார் நகரில் கலைகள் நன்கு வளர்க்கப்பட்டன என்று அரங்கேற்று காதையால் நன்கறியலாம்; அக்காதையில் கூறப்பட்டுள்ள மாதவி ஆடிய நடன அரங்கத்தின் சிறப்பினை நன்கு தெளியலாம்.
நகரப்பரப்பு",31,volume_06_work_36.txt
49,"கோவலன் கண்ணகியை அழைத்துக்கொண்டு பூம்புகாரை விட்டு நீங்கிய முறையைக் கூறவந்த இளங்கோவடிகள், நகரத்தின் மேற்குப் பக்கத்தில் ஊர் வாசலுக்கப்பால்-இலவந்திகை இருந்ததாகக் குறிப்பிட்டுள்ளார்; அதற்கப்பால், இருமருங்கும் சோலை சூழ்ந்த பெரிய சாலை வழியே பூம்புகார் மக்கள் சென்று நீராடும் திருமுகத் துறையைக் குறிப்பிடுகின்றார்; அக்காலத்தில் அங்கொரு வாயில் இருந்ததாகவும் குறித்துள்ளார்; அதற்கப்பால் கோவலன் மேற்குத் திசையில் மதுரை நோக்கிச் சென்றான் என்று குறித்துள்ளார். இவற்றை நோக்க, நகரத்தின் மேற்குப் பகுதியின் கடைசி எல்லை,",66,volume_06_work_36.txt
50,"காவிரிக்கரையில் திருமுகத் துறையிடத்து அமைந்த வாசல்வரை இருந்ததெனக் கொள்ளலாம். சதுக்கப் பூதம், “அவ்வூர் நாற்காத எல்லையும் கேட்கும்படி தனது கடிய குரலால் உணர்த்தியது” எனவரும் இளங்கோவடிகள் கூற்றையும், “காத நான்கு ஊர் சூழ்ந்த நாற்காத வட்டகையும்,” என்னும் அரும்பதவுரை யாசிரியர் குறிப்பையும் நோக்க, பூம்புகார் நான்கு காதம் அதாவது நாற்பது மைல் சுற்றளவுடையது என்னும் உண்மை புலனாகும்.",53,volume_06_work_36.txt
51,"திருவெண்காட்டில் தோன்றிய அடிகள், “திருவெண்காட்டு அடிகள்” என்று கூறப்படாமல், பட்டினத்தடிகள் என்று கி.பி. 10-ஆம் நூற்றாண்டில் கூறப்பட்டிருப்பதை நோக்கத் திருவெண்காடு, பழைய காவிரிப்பூம்பட்டினத்தின் ஒரு பகுதியாகவே பண்டையோர் கருதி வந்தனர் என்பது நன்கு விளங்கும். இவ்வாறு நுணுக்கமாகக் கவனித்துவரின், இன்றுள்ள காவிரிப்பூம் பட்டினத்தைச் சுற்றியுள்ள பல சிற்றூர்கள் பண்டைப் பூம்புகாரின் நகரப்பகுதிகளே என்பதை நன்கறியக்கூடும்.
புகார்க் கடற்கரை",49,volume_06_work_36.txt
52,"புகார்த் துறையில் கடலில் வரும் மரக்கலங்களைக் கரைநோக்கி அழைக்கும்கலங்கரை விளக்கம் இருந்தது. துறை முகத்தில் பலநாட்டுக் கப்பல்களும் தத்தம் கொடிகள் அசைந்தாட நின்று கொண்டிருந்தன. அவற்றில் மலைதரு பண்டங்களும், கடல்தரு பண்டங்களும், நிலமளிக்கும் பண்டங்களும் ஏற்றப்பட்டன; இறக்கப்பட்டன. அயல் நாட்டுக் கண்ணாடிப் பொருள்கள், பட்டாடைகள், குடிவகைகள், பலவகை இயந்திரப் பொருள்கள் முதலியன இறக்குமதியாயின. கடலோரமாகவே கங்கை வரை சென்று வட இந்தியப் பொருள்களை இறக்குமதி செய்த சோழ நாட்டுக் கப்பல்களும் துறைமுகத்தில் இருந்தன. இப்பொருள்களை",71,volume_06_work_36.txt
53,"இறக்கிக் கணக்கெடுக்கவும் ஏற்றுமதி பொருள்களைக் கணக்கிட்டுச் சோழர் முத்திரையாகிய புலி முத்திரை பொறிக்கப்பட்ட மூட்டைகளைக் கப்பலில் ஏற்றவும், நூற்றுக் கணக்கான மக்கள் துறைமுகத்தில் வேலை செய்தனர். இறக்குமதியாகும் பொருள்களைத் தீர்வை வரையறுத்துக் கடமை (Custom) கொள்ளும் ஆயத்துறைகள் (Custom House) இருந்தன; பிறகு அப்பண்டங்கட்குச் சோழனது இலச்சினையை இட்டு அவற்றை இட்டுவைக்கும் பண்டசாலைகள் (Warehouses), கிடங்குகள் (Godowns), உயர்ந்த மேடைகள் (னுடிஉமள யனே நைசள) இருந்தன. காவிரி கடலொடு கலக்கும் சங்கமுகத்திற்கு அயலதாகிய",61,volume_06_work_36.txt
54,"பூக்கள் மலர்ந்த நெய்தற்கானலிடத்துச் சோமகுண்டம், சூரியகுண்டம் என்னும் பெயரையுடைய இரண்டு குளங்கள் இருந்தன. அவற்றில் மூழ்கிக் காமனைத் தொழுபவர் இம்மையிலும் மறுமையிலும் கணவனை விட்டு நீங்கார் என்று தேவந்தி என்ற ஒரு தோழி கண்ணகிக்குக் கூறினாள்.",31,volume_06_work_36.txt
